SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
377569,0,Revolving loans,F,N,Y,0,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-20344,-634,-3658.0,-3523,,1,1,0,1,0,0,Medicine staff,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Medicine,0.5560321787471262,0.7163944049984583,0.3474182272002641,0.1485,,0.9861,,,0.16,0.1379,0.3333,,,,0.1524,,,0.1513,,0.9861,,,0.1611,0.1379,0.3333,,,,0.1588,,,0.1499,,0.9861,,,0.16,0.1379,0.3333,,,,0.1551,,,,block of flats,0.1199,,No,0.0,0.0,0.0,0.0,-322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
274214,0,Cash loans,F,N,Y,0,99000.0,675000.0,26541.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018029,-22583,365243,-10375.0,-4559,,1,0,0,1,1,0,,1.0,3,3,THURSDAY,6,0,0,0,0,0,0,XNA,0.7184735065665208,0.1923160541736026,0.6430255641096323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-484.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
122761,0,Cash loans,F,N,Y,0,157500.0,743958.0,24129.0,621000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-18806,-1797,-5830.0,-2330,,1,1,0,1,0,0,Cooking staff,2.0,2,2,SUNDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.4023439175133621,0.7076993447402619,0.0794,,0.9871,,,0.0,0.2069,0.1667,0.0417,,0.0647,0.0808,,,0.0809,,0.9871,,,0.0,0.2069,0.1667,0.0417,,0.0707,0.0842,,,0.0802,,0.9871,,,0.0,0.2069,0.1667,0.0417,,0.0658,0.0823,,,reg oper account,block of flats,0.0636,"Stone, brick",No,0.0,0.0,0.0,0.0,-788.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
151068,0,Revolving loans,F,N,Y,0,166500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-14906,-1774,-4808.0,-3031,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,14,0,0,0,1,1,0,Self-employed,,0.6085780608005347,0.3092753558842053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
425158,0,Cash loans,F,Y,N,0,135000.0,417024.0,18369.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.028663,-19151,-1322,-3630.0,-2544,11.0,1,1,0,1,0,0,,1.0,2,2,SUNDAY,14,0,0,0,0,1,1,Business Entity Type 3,,0.4822801652466037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
415125,0,Cash loans,M,N,Y,0,157500.0,315000.0,14814.0,315000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010147,-11034,-888,-5161.0,-3177,,1,1,0,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,0.5052643442334489,0.266879014890446,0.1873887653772306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
205853,0,Cash loans,F,N,N,1,270000.0,706410.0,67203.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-12214,-2194,-6159.0,-4062,,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,0.5215424140423603,0.5203930186564854,0.7544061731797895,0.0619,0.0712,0.9886,0.8436,,,0.1379,0.1667,,0.0733,,0.0343,,,0.063,0.0739,0.9886,0.8497,,,0.1379,0.1667,,0.075,,0.0357,,,0.0625,0.0712,0.9886,0.8457,,,0.1379,0.1667,,0.0746,,0.0349,,,reg oper account,block of flats,0.047,Panel,No,0.0,0.0,0.0,0.0,-216.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
196591,1,Revolving loans,F,N,N,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.018801,-7782,-762,-6774.0,-465,,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,13,0,0,0,1,1,0,Bank,0.2038855778133164,0.6255246485782825,0.1351060157401717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
308205,1,Cash loans,M,Y,Y,0,225000.0,781920.0,42547.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-19289,-2250,-5376.0,-2457,7.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.6684712892982513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
162441,0,Cash loans,F,N,N,0,225000.0,508495.5,24462.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-11226,-675,-4479.0,-3450,,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,12,1,1,0,1,1,0,Business Entity Type 3,0.4243733170262693,0.6590131687440209,0.3154721549257734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
441909,0,Cash loans,M,Y,N,1,171441.0,1125000.0,29808.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-17125,-2871,-4493.0,-670,6.0,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,5,0,0,0,0,1,1,Military,0.7664286097214168,0.5969391036187081,,0.0722,0.0706,0.9811,0.7416,0.0076,0.0,0.1379,0.1667,0.0417,0.0447,0.0572,0.0636,0.0077,0.008,0.0735,0.0732,0.9811,0.7517,0.0077,0.0,0.1379,0.1667,0.0417,0.0457,0.0624,0.0662,0.0078,0.0085,0.0729,0.0706,0.9811,0.7451,0.0076,0.0,0.1379,0.1667,0.0417,0.0454,0.0581,0.0647,0.0078,0.0082,reg oper account,block of flats,0.0517,"Stone, brick",No,1.0,0.0,1.0,0.0,-2103.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
299530,0,Cash loans,F,N,Y,0,225000.0,1374480.0,45553.5,1125000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-17551,-3912,-4583.0,-1089,,1,1,0,1,0,0,Sales staff,2.0,1,1,WEDNESDAY,19,0,0,0,0,0,0,Trade: type 7,,0.7224020742534604,,0.0825,0.0797,0.9762,0.6736,0.0096,0.0,0.1379,0.1667,0.2083,0.0429,0.0672,0.0714,0.0,0.0,0.084,0.0827,0.9762,0.6864,0.0097,0.0,0.1379,0.1667,0.2083,0.0439,0.0735,0.0744,0.0,0.0,0.0833,0.0797,0.9762,0.6779999999999999,0.0096,0.0,0.1379,0.1667,0.2083,0.0437,0.0684,0.0727,0.0,0.0,reg oper account,block of flats,0.0614,Panel,No,0.0,0.0,0.0,0.0,-2079.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
119695,0,Cash loans,M,N,N,0,135000.0,315000.0,21181.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.010006,-19403,-2484,-1725.0,-2771,,1,1,0,1,0,0,Security staff,2.0,2,1,FRIDAY,16,0,0,0,1,1,0,Business Entity Type 3,,0.3861926759926662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-301.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
193107,0,Cash loans,F,N,N,1,81000.0,942300.0,26041.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.008068,-18141,-6203,-8440.0,-1685,,1,1,0,1,0,0,Managers,2.0,3,3,MONDAY,9,0,0,0,0,0,0,Government,,0.3925512719357586,0.2793353208976285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
320775,0,Cash loans,F,N,Y,0,225000.0,959017.5,48964.5,787500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00823,-17779,-2348,-5501.0,-1314,,1,1,1,1,0,0,,2.0,2,2,TUESDAY,11,1,1,1,1,1,1,Business Entity Type 3,0.7265543573506674,0.5545242277051222,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,0.0,-130.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
140978,0,Revolving loans,M,N,Y,2,270000.0,675000.0,33750.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Office apartment,0.030755,-18356,-7088,-3213.0,-301,,1,1,0,1,0,0,High skill tech staff,4.0,2,2,FRIDAY,12,0,0,0,1,1,0,Military,0.4135929849449867,0.6184604414981151,0.6023863442690867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
379829,0,Cash loans,M,N,N,1,45000.0,135000.0,14454.0,135000.0,Unaccompanied,Commercial associate,Lower secondary,Single / not married,House / apartment,0.02461,-17022,-823,-2419.0,-520,,1,1,1,1,1,0,,2.0,2,2,SATURDAY,11,0,0,0,0,1,1,Agriculture,,0.3274208886627361,0.5867400085415683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-272.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310314,0,Cash loans,F,N,N,2,157500.0,648000.0,21033.0,648000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.005002,-14967,-7372,-8994.0,-2923,,1,1,0,1,0,0,Laborers,4.0,3,3,TUESDAY,10,0,0,0,0,1,1,Medicine,0.4332129939926984,0.3525857311004714,,0.001,,0.9851,,,0.0,0.0345,0.0,,,,0.0007,,0.0017,0.0011,,0.9851,,,0.0,0.0345,0.0,,,,0.0008,,0.0018,0.001,,0.9851,,,0.0,0.0345,0.0,,,,0.0007,,0.0017,reg oper account,block of flats,0.0009,Wooden,No,2.0,0.0,2.0,0.0,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
311273,0,Cash loans,M,N,N,0,112500.0,263686.5,25038.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-15319,-3038,-5021.0,-4010,,1,1,1,1,1,0,Laborers,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Other,0.2572442609444718,0.6112158692711049,,0.1758,0.1856,0.9876,0.83,0.1682,0.16,0.1897,0.25,0.0417,0.0576,0.2345,0.1737,0.0077,0.0217,0.063,0.1927,0.9876,0.8367,0.1697,0.0,0.1034,0.1667,0.0417,0.059,0.2562,0.053,0.0078,0.0,0.1775,0.1856,0.9876,0.8323,0.1692,0.16,0.1897,0.25,0.0417,0.0586,0.2386,0.1768,0.0078,0.0221,reg oper account,block of flats,0.3345,Panel,No,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
272904,0,Cash loans,M,N,N,0,315000.0,1575000.0,46183.5,1575000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,Rented apartment,0.028663,-22359,365243,-12275.0,-4443,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,XNA,,0.6121352380200783,0.5726825047161584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1409.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
132761,0,Cash loans,F,N,N,1,157500.0,679500.0,19867.5,679500.0,Unaccompanied,State servant,Higher education,Separated,Municipal apartment,0.032561,-13480,-3722,-5617.0,-4068,,1,1,0,1,1,0,Accountants,2.0,1,1,TUESDAY,10,0,0,0,0,0,0,Government,,0.7730356927001545,,0.1103,0.0514,0.9911,0.8776,0.0303,0.08,0.0345,0.625,0.6667,0.056,0.0899,0.1083,0.0,0.0,0.1124,0.0533,0.9911,0.8824,0.0306,0.0806,0.0345,0.625,0.6667,0.0573,0.0983,0.1128,0.0,0.0,0.1114,0.0514,0.9911,0.8792,0.0305,0.08,0.0345,0.625,0.6667,0.057,0.0915,0.1102,0.0,0.0,reg oper account,block of flats,0.1018,"Stone, brick",No,0.0,0.0,0.0,0.0,-2346.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
156074,0,Cash loans,F,N,Y,0,40500.0,177768.0,9216.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00733,-20716,365243,-8847.0,-4220,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.4959127366745922,0.3689687382528466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-392.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
262314,1,Cash loans,M,N,Y,0,112500.0,360000.0,26325.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-10825,-1230,-639.0,-648,,1,1,0,1,0,0,Laborers,1.0,2,2,SUNDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.1631721051539398,,0.0041,0.0,0.9513,0.3336,0.0002,0.0,0.069,0.0,0.0417,0.0202,0.0034,0.0018,0.0,0.0,0.0042,0.0,0.9513,0.3597,0.0002,0.0,0.069,0.0,0.0417,0.0206,0.0037,0.0018,0.0,0.0,0.0042,0.0,0.9513,0.3425,0.0002,0.0,0.069,0.0,0.0417,0.0205,0.0034,0.0018,0.0,0.0,reg oper account,block of flats,0.0014,Wooden,No,3.0,2.0,3.0,2.0,-363.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
121365,0,Cash loans,F,Y,N,0,360000.0,511920.0,19296.0,405000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.018029,-12620,-3286,-6522.0,-994,23.0,1,1,1,1,0,0,Accountants,2.0,3,3,MONDAY,9,0,0,0,1,1,0,Business Entity Type 3,0.5041992788842272,0.5670354648499356,0.511891801533151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-757.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
389384,0,Cash loans,M,Y,N,2,193500.0,293535.0,29160.0,265500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.005313,-12380,-1265,-224.0,-4245,25.0,1,1,0,1,0,0,Managers,4.0,2,2,TUESDAY,19,0,0,0,0,0,0,Security Ministries,0.2988591490706628,0.6938691130241433,0.1293142889822697,0.0742,0.0515,1.0,1.0,0.0189,0.08,0.069,0.3333,0.375,0.0103,0.0605,0.0909,0.0,0.0,0.0756,0.0535,1.0,1.0,0.0191,0.0806,0.069,0.3333,0.375,0.0106,0.0661,0.0947,0.0,0.0,0.0749,0.0515,1.0,1.0,0.019,0.08,0.069,0.3333,0.375,0.0105,0.0616,0.0925,0.0,0.0,not specified,block of flats,0.0846,Block,No,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
371608,0,Cash loans,F,N,Y,0,180000.0,1197000.0,35127.0,1197000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018209,-20875,-85,-5261.0,-4196,,1,1,0,1,0,0,,2.0,3,3,MONDAY,8,0,0,0,0,0,0,Industry: type 1,,0.2359360420919137,0.646329897706246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-273.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
136403,0,Cash loans,F,Y,Y,0,157500.0,1006920.0,51543.0,900000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.007305,-10018,-1099,-1101.0,-584,14.0,1,1,1,1,1,0,Core staff,1.0,3,3,THURSDAY,14,0,0,0,0,0,0,Government,0.3594102298723378,0.4266819743923444,0.5797274227921155,0.0753,0.0384,0.9886,0.8436,0.008,0.0,0.1034,0.125,0.2083,0.0151,0.0614,0.0745,0.0,0.0,0.0767,0.0399,0.9886,0.8497,0.0081,0.0,0.069,0.0417,0.2083,0.0155,0.067,0.0776,0.0,0.0,0.076,0.0384,0.9886,0.8457,0.008,0.0,0.1034,0.125,0.2083,0.0154,0.0624,0.0759,0.0,0.0,reg oper account,block of flats,0.063,"Stone, brick",No,0.0,0.0,0.0,0.0,-715.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
266530,0,Cash loans,M,N,Y,0,126000.0,293535.0,15327.0,265500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-8122,-619,-2841.0,-723,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Trade: type 3,0.1677442363733221,0.6934741460299376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
147039,0,Cash loans,F,N,Y,0,315000.0,975771.0,34699.5,814500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.002506,-17752,-2380,-10074.0,-1294,,1,1,1,1,1,0,Accountants,1.0,2,2,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 3,0.5423462589429972,0.5160089468616363,0.5797274227921155,0.0814,,0.9861,0.8096,0.0,0.0,0.2069,0.1667,0.0417,,0.0664,0.0841,0.0,0.0,0.083,,0.9861,0.8171,0.0,0.0,0.2069,0.1667,0.0417,,0.0725,0.0876,0.0,0.0,0.0822,,0.9861,0.8121,0.0,0.0,0.2069,0.1667,0.0417,,0.0676,0.0856,0.0,0.0,reg oper account,block of flats,0.0661,,No,0.0,0.0,0.0,0.0,-354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
339914,0,Cash loans,F,N,Y,0,67500.0,301464.0,20277.0,238500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-16786,-4847,-9172.0,-317,,1,1,0,1,0,0,Medicine staff,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Medicine,0.5760402516008664,0.6598824053004135,0.8327850252992314,0.1082,0.0427,0.9871,,,0.08,0.069,0.3333,,0.0852,,0.0905,,0.0,0.1103,0.0443,0.9871,,,0.0806,0.069,0.3333,,0.0871,,0.0943,,0.0,0.1093,0.0427,0.9871,,,0.08,0.069,0.3333,,0.0867,,0.0921,,0.0,,block of flats,0.0712,Panel,No,0.0,0.0,0.0,0.0,-233.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
225298,0,Cash loans,F,Y,N,1,180000.0,359725.5,18400.5,297000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,-13911,-549,-7974.0,-4029,7.0,1,1,0,1,0,0,,3.0,2,2,THURSDAY,18,0,0,0,0,0,0,Hotel,0.4148026521905581,0.4356007331900976,,0.0773,0.0735,0.9831,,,0.0,0.1724,0.1667,,0.0939,,0.0694,,0.0,0.0788,0.0762,0.9831,,,0.0,0.1724,0.1667,,0.096,,0.0724,,0.0,0.0781,0.0735,0.9831,,,0.0,0.1724,0.1667,,0.0955,,0.0707,,0.0,,block of flats,0.061,"Stone, brick",No,1.0,0.0,1.0,0.0,-170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
130662,0,Cash loans,F,N,Y,0,225000.0,900000.0,46084.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-19972,365243,-5549.0,-3490,,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.5753211524089545,0.2837118826350007,0.1,,0.9916,,,0.08,0.0345,0.5833,,,,0.0993,,0.0038,0.1019,,0.9916,,,0.0806,0.0345,0.5833,,,,0.1035,,0.004,0.101,,0.9916,,,0.08,0.0345,0.5833,,,,0.1011,,0.0038,,block of flats,0.0789,"Stone, brick",No,3.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
329527,0,Cash loans,M,N,N,0,135000.0,414000.0,27666.0,414000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-9675,-453,-3599.0,-2351,,1,1,0,1,0,0,Laborers,1.0,3,3,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.4336770314978805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-269.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
228293,0,Cash loans,F,Y,Y,0,157500.0,900000.0,39775.5,900000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21573,365243,-3466.0,-932,18.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.6461987852191258,0.4241303111942548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-2955.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
